Image_Name,Loc_Error(m),Ori_Error(deg),ESA_Score,GT_Distance(Z),GT_X,GT_Y,GT_Z,Loc_Error_X,Loc_Error_Y,Loc_Error_Z,Ori_Encoded_Error,Loc_Aleatoric_Unc_X,Loc_Aleatoric_Unc_Y,Loc_Aleatoric_Unc_Z,Total_Aleatoric_Std
img013472.jpg,0.8070798516273499,4.166185728596936,0.098288856446743,31.525390625,1.0417929887771606,-0.957494020462036,31.525390625,0.7712851762771606,0.0654041767120361,0.228515625,5.335262251277475,2.970703125,0.85302734375,4.79296875,2.935421472080287
img011468.jpg,1.3692312240600586,14.348060568682603,0.2945500575006008,30.958459854125977,-1.8647680282592771,-0.9063929915428162,30.958459854125977,1.3359594345092771,0.2813929915428161,0.1040401458740234,1.6085985554406246,2.34765625,0.6337890625,3.931640625,2.629274793075079
img008145.jpg,3.329623222351074,17.140720014625717,0.4277862757444381,25.770069122314453,-1.3442109823226929,2.0503299236297607,25.770069122314453,0.8510469198226929,1.6914432048797607,2.738819122314453,7.756864840370476,0.51513671875,0.220947265625,5.3203125,2.4609747020997594
img005520.jpg,3.796184539794922,14.753114692126454,0.3850810080766678,29.682861328125,-0.6872040033340454,1.9204100370407104,29.682861328125,1.0993133783340454,1.6947020292282104,3.214111328125,3.4734973981650388,0.4365234375,0.70166015625,3.44921875,2.141822201712831
img009857.jpg,4.392477512359619,26.50286201750949,0.5909861177206039,34.07597351074219,0.8837260007858276,-2.808820962905884,34.07597351074219,0.7611674070358276,3.041853189468384,3.0759735107421875,6.735570986327388,2.484375,0.654296875,1.21484375,2.0865079978279497
img000079.jpg,0.9037337899208068,20.689075005433622,0.3880605325102806,33.48426055908203,0.4374650120735168,-1.2721480131149292,33.48426055908203,0.4804337620735168,0.2155073881149292,0.7344894409179688,4.370506141862814,0.251953125,1.0791015625,2.2890625,1.9026605549860962
img003956.jpg,0.8804845809936523,5.402782086317636,0.1250800713896751,28.56099319458008,-0.1842889934778213,-1.524886965751648,28.56099319458008,0.3078241348266601,0.786605715751648,0.2484931945800781,6.081330217620315,0.1380615234375,0.1871337890625,2.939453125,1.8068338156842205
img010432.jpg,0.7095263004302979,31.55788160714134,0.5742335617542267,30.248750686645508,0.4457829892635345,0.848239004611969,30.248750686645508,0.0038884580135345,0.302340567111969,0.6418743133544922,6.142443335219004,1.3564453125,0.25634765625,1.62109375,1.7983010645467572
img004127.jpg,2.139852523803711,8.520690017894879,0.2320789322257042,25.61272621154785,-1.6844300031661987,0.1557469964027404,25.61272621154785,1.1805237531661987,0.5712743401527405,1.6908512115478516,0.6988526828795398,0.457275390625,0.376953125,2.30078125,1.7705958786874547
img013867.jpg,1.2686632871627808,17.89572571038434,0.3611816093325615,25.923002243041992,0.168283000588417,1.6292829513549805,25.923002243041992,0.2736115455627441,0.9080915451049804,0.8426227569580078,6.900969139721124,0.2113037109375,0.88525390625,1.9736328125,1.7521958879324824
img010648.jpg,1.352352261543274,21.91429312177073,0.435662068426609,25.37918281555176,0.6757130026817322,-1.4061460494995115,25.37918281555176,0.3978809714317322,0.1991147994995117,1.2770671844482422,0.2825484107794578,0.08367919921875,0.1817626953125,2.595703125,1.691491950773414
img008383.jpg,1.234953999519348,12.940896458140116,0.2700031735002994,27.953821182250977,-1.0334839820861816,-0.471697986125946,27.953821182250977,0.4470582008361816,0.160662829875946,1.1399288177490234,2.6594421557107157,0.3349609375,0.360107421875,1.794921875,1.577970289446224
img002320.jpg,0.740621030330658,4.288959659588385,0.1059657968580722,23.76676750183105,-1.0225869417190552,0.9328070282936096,23.76676750183105,0.1138955354690551,0.1315374970436096,0.7198925018310547,7.155262205162576,0.462890625,0.084716796875,1.767578125,1.5215733787349857
img004174.jpg,0.5051844120025635,6.591961990159638,0.1410810984671116,19.36138916015625,0.5088019967079163,1.244752049446106,19.36138916015625,0.2878547310829162,0.4127207994461059,0.04486083984375,1.419383425689348,0.16357421875,0.251953125,1.8994140625,1.5214931502474798
img004338.jpg,2.8666176795959477,7.4893084013345055,0.2308864295482635,28.60431671142578,-0.837448000907898,-0.0046500000171363,28.60431671142578,0.3101042509078979,0.3893929719924927,2.823066711425781,2.561694678168428,0.0699462890625,0.059478759765625,2.16015625,1.5131362459567628
